,Program Year,Region,State/Territory,ETA Code,Local Board Name,Jurisdiction Name,Created Timestamp,Modified Timestamp,Status
1129,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Clayton County,01-Jun-2023,,Approved
1130,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Hancock County,01-Jun-2023,,Approved
1131,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Buchanan County,01-Jun-2023,,Approved
1132,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Fayette County,01-Jun-2023,,Approved
1133,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Winnebago County,01-Jun-2023,,Approved
1134,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Chickasaw County,01-Jun-2023,,Approved
1135,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Grundy County,01-Jun-2023,,Approved
1136,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Bremer County,01-Jun-2023,,Approved
1137,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Dubuque County,01-Jun-2023,,Approved
1138,2023,Region 5,Iowa,19110,IowaWORKS Northeast Iowa LWDA-19110,Mitchell County,01-Jun-2023,,Approved
1139,2023,Region 5,Iowa,19115,IowaWORKS North Central Iowa LWDA-19115,Humboldt County,01-Jun-2023,,Approved
1140,2023,Region 5,Iowa,19115,IowaWORKS North Central Iowa LWDA-19115,Wright County,01-Jun-2023,,Approved
1141,2023,Region 5,Iowa,19115,IowaWORKS North Central Iowa LWDA-19115,Hamilton County,01-Jun-2023,,Approved
1142,2023,Region 5,Iowa,19115,IowaWORKS North Central Iowa LWDA-19115,Webster County,01-Jun-2023,,Approved
1143,2023,Region 5,Iowa,19115,IowaWORKS North Central Iowa LWDA-19115,Calhoun County,01-Jun-2023,,Approved
1144,2023,Region 5,Iowa,19115,IowaWORKS North Central Iowa LWDA-19115,Pocahontas County,01-Jun-2023,,Approved
1145,2023,Region 5,Iowa,19130,IowaWORKS East Central Iowa-19130,Jones County,01-Jun-2023,,Approved
1146,2023,Region 5,Iowa,19130,IowaWORKS East Central Iowa-19130,Benton County,01-Jun-2023,,Approved
1147,2023,Region 5,Iowa,19130,IowaWORKS East Central Iowa-19130,Johnson County,01-Jun-2023,,Approved
1148,2023,Region 5,Iowa,19130,IowaWORKS East Central Iowa-19130,Washington County,01-Jun-2023,,Approved
1149,2023,Region 5,Iowa,19130,IowaWORKS East Central Iowa-19130,Iowa County,01-Jun-2023,,Approved
1150,2023,Region 5,Iowa,19130,IowaWORKS East Central Iowa-19130,Linn County,01-Jun-2023,,Approved
1151,2023,Region 5,Iowa,19130,IowaWORKS East Central Iowa-19130,Cedar County,01-Jun-2023,,Approved
1152,2023,Region 5,Iowa,19135,IowaWORKS Central Iowa LWDA-19135,Marion County,01-Jun-2023,,Approved
1153,2023,Region 5,Iowa,19135,IowaWORKS Central Iowa LWDA-19135,Boone County,01-Jun-2023,,Approved
1154,2023,Region 5,Iowa,19135,IowaWORKS Central Iowa LWDA-19135,Warren County,01-Jun-2023,,Approved
1155,2023,Region 5,Iowa,19135,IowaWORKS Central Iowa LWDA-19135,Madison County,01-Jun-2023,,Approved
1156,2023,Region 5,Iowa,19135,IowaWORKS Central Iowa LWDA-19135,Story County,01-Jun-2023,,Approved
1157,2023,Region 5,Iowa,19135,IowaWORKS Central Iowa LWDA-19135,Jasper County,01-Jun-2023,,Approved
1158,2023,Region 5,Iowa,19135,IowaWORKS Central Iowa LWDA-19135,Polk County,01-Jun-2023,,Approved
1159,2023,Region 5,Iowa,19135,IowaWORKS Central Iowa LWDA-19135,Dallas County,01-Jun-2023,,Approved
1160,2023,Region 5,Iowa,19150,IowaWORKS Southwest Iowa LWDA-19150,Decatur County,01-Jun-2023,,Approved
1161,2023,Region 5,Iowa,19150,IowaWORKS Southwest Iowa LWDA-19150,Taylor County,01-Jun-2023,,Approved
1162,2023,Region 5,Iowa,19150,IowaWORKS Southwest Iowa LWDA-19150,Clarke County,01-Jun-2023,,Approved
1163,2023,Region 5,Iowa,19150,IowaWORKS Southwest Iowa LWDA-19150,Ringgold County,01-Jun-2023,,Approved
1164,2023,Region 5,Iowa,19150,IowaWORKS Southwest Iowa LWDA-19150,Adams County,01-Jun-2023,,Approved
1165,2023,Region 5,Iowa,19150,IowaWORKS Southwest Iowa LWDA-19150,Montgomery County,01-Jun-2023,,Approved
1166,2023,Region 5,Iowa,19150,IowaWORKS Southwest Iowa LWDA-19150,Adair County,01-Jun-2023,,Approved
1167,2023,Region 5,Iowa,19150,IowaWORKS Southwest Iowa LWDA-19150,Union County,01-Jun-2023,,Approved
1168,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,Osceola County,01-Jun-2023,,Approved
1169,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,Dickinson County,01-Jun-2023,,Approved
1170,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,O'Brien County,01-Jun-2023,,Approved
1171,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,Clay County,01-Jun-2023,,Approved
1172,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,Sioux County,01-Jun-2023,,Approved
1173,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,Lyon County,01-Jun-2023,,Approved
1174,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,Buena Vista County,01-Jun-2023,,Approved
1175,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,Palo Alto County,01-Jun-2023,,Approved
1176,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,Emmet County,01-Jun-2023,,Approved
1177,2023,Region 5,Iowa,19160,IowaWORKS Northwest Iowa LWDA-19160,Kossuth County,01-Jun-2023,,Approved
1178,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Crawford County,01-Jun-2023,,Approved
1179,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Monona County,01-Jun-2023,,Approved
1180,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Audubon County,01-Jun-2023,,Approved
1181,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Guthrie County,01-Jun-2023,,Approved
1182,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Pottawattamie County,01-Jun-2023,,Approved
1183,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Cherokee County,01-Jun-2023,,Approved
1184,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Mills County,01-Jun-2023,,Approved
1185,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Woodbury County,01-Jun-2023,,Approved
1186,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Greene County,01-Jun-2023,,Approved
1187,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Plymouth County,01-Jun-2023,,Approved
1188,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Cass County,01-Jun-2023,,Approved
1189,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Ida County,01-Jun-2023,,Approved
1190,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Shelby County,01-Jun-2023,,Approved
1191,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Fremont County,01-Jun-2023,,Approved
1192,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Page County,01-Jun-2023,,Approved
1193,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Carroll County,01-Jun-2023,,Approved
1194,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Harrison County,01-Jun-2023,,Approved
1195,2023,Region 5,Iowa,19175,IowaWORKS Western Iowa LWDA-19175,Sac County,01-Jun-2023,,Approved
1196,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Calhoun,12-Jan-2024,,Approved
1197,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Sioux,12-Jan-2024,,Approved
1198,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Decatur,12-Jan-2024,,Approved
1199,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Harrison,12-Jan-2024,,Approved
1200,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Montgomery,12-Jan-2024,,Approved
1201,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Adair,12-Jan-2024,,Approved
1202,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Pottawattamie,12-Jan-2024,,Approved
1203,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Cherokee,12-Jan-2024,,Approved
1204,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Webster,12-Jan-2024,,Approved
1205,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Fremont,12-Jan-2024,,Approved
1206,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Kossuth,12-Jan-2024,,Approved
1207,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Page,12-Jan-2024,,Approved
1208,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Buena Vista,12-Jan-2024,,Approved
1209,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Shelby,12-Jan-2024,,Approved
1210,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Crawford,12-Jan-2024,,Approved
1211,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Hamilton,12-Jan-2024,,Approved
1212,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Monona,12-Jan-2024,,Approved
1213,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Pocahontas,12-Jan-2024,,Approved
1214,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Cass,12-Jan-2024,,Approved
1215,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Union,12-Jan-2024,,Approved
1216,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Emmet,12-Jan-2024,,Approved
1217,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Ida,12-Jan-2024,,Approved
1218,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Osceola,12-Jan-2024,,Approved
1219,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Audubon,12-Jan-2024,,Approved
1220,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Sac,12-Jan-2024,,Approved
1221,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Clay,12-Jan-2024,,Approved
1222,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Wright,12-Jan-2024,,Approved
1223,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Guthrie,12-Jan-2024,,Approved
1224,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Mills,12-Jan-2024,,Approved
1225,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Plymouth,12-Jan-2024,,Approved
1226,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Carroll,12-Jan-2024,,Approved
1227,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Taylor,12-Jan-2024,,Approved
1228,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Dickinson,12-Jan-2024,,Approved
1229,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Humboldt,12-Jan-2024,,Approved
1230,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,O'Brien,12-Jan-2024,,Approved
1231,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Adams,12-Jan-2024,,Approved
1232,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Ringgold,12-Jan-2024,,Approved
1233,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Clarke,12-Jan-2024,,Approved
1234,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Woodbury,12-Jan-2024,,Approved
1235,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Greene,12-Jan-2024,,Approved
1236,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Lyon,12-Jan-2024,,Approved
1237,2023,Region 5,Iowa,19180,IowaWORKS Iowa Plains LWDA-19180,Palo Alto,12-Jan-2024,,Approved
1238,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Lane County,01-Jun-2023,,Approved
1239,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Thomas County,01-Jun-2023,,Approved
1240,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Barton County,01-Jun-2023,,Approved
1241,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Morris County,01-Jun-2023,,Approved
1242,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Dickinson County,01-Jun-2023,,Approved
1243,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Phillips County,01-Jun-2023,,Approved
1244,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Graham County,01-Jun-2023,,Approved
1245,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Rush County,01-Jun-2023,,Approved
1246,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Hodgeman County,01-Jun-2023,,Approved
1247,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Smith County,01-Jun-2023,,Approved
1248,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Marion County,01-Jun-2023,,Approved
1249,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Wichita County,01-Jun-2023,,Approved
1250,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Clark County,01-Jun-2023,,Approved
1251,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Norton County,01-Jun-2023,,Approved
1252,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Ellsworth County,01-Jun-2023,,Approved
1253,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Reno County,01-Jun-2023,,Approved
1254,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Greeley County,01-Jun-2023,,Approved
1255,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Scott County,01-Jun-2023,,Approved
1256,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Kiowa County,01-Jun-2023,,Approved
1257,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Stevens County,01-Jun-2023,,Approved
1258,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Barber County,01-Jun-2023,,Approved
1259,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Mitchell County,01-Jun-2023,,Approved
1260,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Decatur County,01-Jun-2023,,Approved
1261,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Pawnee County,01-Jun-2023,,Approved
1262,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Gove County,01-Jun-2023,,Approved
1263,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Rooks County,01-Jun-2023,,Approved
1264,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Haskell County,01-Jun-2023,,Approved
1265,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Sherman County,01-Jun-2023,,Approved
1266,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Logan County,01-Jun-2023,,Approved
1267,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Wallace County,01-Jun-2023,,Approved
1268,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Cheyenne County,01-Jun-2023,,Approved
1269,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Ness County,01-Jun-2023,,Approved
1270,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Ellis County,01-Jun-2023,,Approved
1271,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Rawlins County,01-Jun-2023,,Approved
1272,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Gray County,01-Jun-2023,,Approved
1273,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Saline County,01-Jun-2023,,Approved
1274,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Kearney County,01-Jun-2023,,Approved
1275,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Stanton County,01-Jun-2023,,Approved
1276,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Meade County,01-Jun-2023,,Approved
1277,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Comanche County,01-Jun-2023,,Approved
1278,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Ottawa County,01-Jun-2023,,Approved
1279,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Ford County,01-Jun-2023,,Approved
1280,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Rice County,01-Jun-2023,,Approved
1281,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Harvey County,01-Jun-2023,,Approved
1282,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Sheridan County,01-Jun-2023,,Approved
1283,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Lincoln County,01-Jun-2023,,Approved
1284,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Trego County,01-Jun-2023,,Approved
1285,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Chase County,01-Jun-2023,,Approved
1286,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Morton County,01-Jun-2023,,Approved
1287,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Edwards County,01-Jun-2023,,Approved
1288,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Pratt County,01-Jun-2023,,Approved
1289,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Grant County,01-Jun-2023,,Approved
1290,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Russell County,01-Jun-2023,,Approved
1291,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Jewell County,01-Jun-2023,,Approved
1292,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Stafford County,01-Jun-2023,,Approved
1293,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Mc Pherson County,01-Jun-2023,,Approved
1294,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Cloud County,01-Jun-2023,,Approved
1295,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Osborne County,01-Jun-2023,,Approved
1296,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Finney County,01-Jun-2023,,Approved
1297,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Republic County,01-Jun-2023,,Approved
1298,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Hamilton County,01-Jun-2023,,Approved
1299,2023,Region 5,Kansas,20005,Kansas WorkforceONE,Seward County,01-Jun-2023,,Approved
1300,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Doniphan County,01-Jun-2023,,Approved
1301,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Nemaha County,01-Jun-2023,,Approved
1302,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Geary County,01-Jun-2023,,Approved
1303,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Riley County,01-Jun-2023,,Approved
1304,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Clay County,01-Jun-2023,,Approved
1305,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Marshall County,01-Jun-2023,,Approved
1306,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Washington County,01-Jun-2023,,Approved
1307,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Franklin County,01-Jun-2023,,Approved
1308,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Pottawatomie County,01-Jun-2023,,Approved
1309,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Brown County,01-Jun-2023,,Approved
1310,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Jefferson County,01-Jun-2023,,Approved
1311,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Wabaunsee County,01-Jun-2023,,Approved
1312,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Douglas County,01-Jun-2023,,Approved
1313,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Osage County,01-Jun-2023,,Approved
1314,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Atchison County,01-Jun-2023,,Approved
1315,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Jackson County,01-Jun-2023,,Approved
1316,2023,Region 5,Kansas,20010,"Heartland Works, Inc.",Shawnee County,01-Jun-2023,,Approved
1317,2023,Region 5,Kansas,20015,Workforce Partnership,Johnson County,01-Jun-2023,,Approved
1318,2023,Region 5,Kansas,20015,Workforce Partnership,Wyandotte County,01-Jun-2023,,Approved
1319,2023,Region 5,Kansas,20015,Workforce Partnership,Leavenworth County,01-Jun-2023,,Approved
1320,2023,Region 5,Kansas,20020,Workforce Alliance of South Central Kansas,Sedgwick County,01-Jun-2023,,Approved
1321,2023,Region 5,Kansas,20020,Workforce Alliance of South Central Kansas,Butler County,01-Jun-2023,,Approved
1322,2023,Region 5,Kansas,20020,Workforce Alliance of South Central Kansas,Kingman County,01-Jun-2023,,Approved
1323,2023,Region 5,Kansas,20020,Workforce Alliance of South Central Kansas,Harper County,01-Jun-2023,,Approved
1324,2023,Region 5,Kansas,20020,Workforce Alliance of South Central Kansas,Sumner County,01-Jun-2023,,Approved
1325,2023,Region 5,Kansas,20020,Workforce Alliance of South Central Kansas,Cowley County,01-Jun-2023,,Approved
1326,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Bourbon County,01-Jun-2023,,Approved
1327,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Labette County,01-Jun-2023,,Approved
1328,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Woodson County,01-Jun-2023,,Approved
1329,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Coffey County,01-Jun-2023,,Approved
1330,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Miami County,01-Jun-2023,,Approved
1331,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Anderson County,01-Jun-2023,,Approved
1332,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Greenwood County,01-Jun-2023,,Approved
1333,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Wilson County,01-Jun-2023,,Approved
1334,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Cherokee County,01-Jun-2023,,Approved
1335,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Lyon County,01-Jun-2023,,Approved
1336,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Allen County,01-Jun-2023,,Approved
1337,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Elk County,01-Jun-2023,,Approved
1338,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Neosho County,01-Jun-2023,,Approved
1339,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Chautauqua County,01-Jun-2023,,Approved
1340,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Linn County,01-Jun-2023,,Approved
1341,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Crawford County,01-Jun-2023,,Approved
1342,2023,Region 5,Kansas,20025,Southeast KANSASWORKS,Montgomery County,01-Jun-2023,,Approved
1343,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Fulton County,01-Jun-2023,,Approved
1344,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Mc Cracken County,01-Jun-2023,,Approved
1345,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Calloway County,01-Jun-2023,,Approved
1346,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Hopkins County,01-Jun-2023,,Approved
1347,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Trigg County,01-Jun-2023,,Approved
1348,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Crittenden County,01-Jun-2023,,Approved
1349,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Marshall County,01-Jun-2023,,Approved
1350,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Caldwell County,01-Jun-2023,,Approved
1351,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Hickman County,01-Jun-2023,,Approved
1352,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Todd County,01-Jun-2023,,Approved
1353,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Christian County,01-Jun-2023,,Approved
1354,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Lyon County,01-Jun-2023,,Approved
1355,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Ballard County,01-Jun-2023,,Approved
1356,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Graves County,01-Jun-2023,,Approved
1357,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Muhlenberg County,01-Jun-2023,,Approved
1358,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Carlisle County,01-Jun-2023,,Approved
1359,2023,Region 3,Kentucky,21005,West Kentucky Workforce Investment Board,Livingston County,01-Jun-2023,,Approved
1360,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Bath County,01-Jun-2023,,Approved
1361,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Montgomery County,01-Jun-2023,,Approved
1362,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Fleming County,01-Jun-2023,,Approved
1363,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Mason County,01-Jun-2023,,Approved
1364,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Bracken County,01-Jun-2023,,Approved
1365,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Rowan County,01-Jun-2023,,Approved
1366,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Lewis County,01-Jun-2023,,Approved
1367,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Boyd County,01-Jun-2023,,Approved
1368,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Robertson County,01-Jun-2023,,Approved
1369,2023,Region 3,Kentucky,21010,Tenco Workforce Investment Area,Greenup County,01-Jun-2023,,Approved
1370,2023,Region 3,Kentucky,21025,Northern Kentucky Workforce Investment Board,Grant County,01-Jun-2023,,Approved
1371,2023,Region 3,Kentucky,21025,Northern Kentucky Workforce Investment Board,Boone County,01-Jun-2023,,Approved
1372,2023,Region 3,Kentucky,21025,Northern Kentucky Workforce Investment Board,Pendleton County,01-Jun-2023,,Approved
1373,2023,Region 3,Kentucky,21025,Northern Kentucky Workforce Investment Board,Gallatin County,01-Jun-2023,,Approved
1374,2023,Region 3,Kentucky,21025,Northern Kentucky Workforce Investment Board,Owen County,01-Jun-2023,,Approved
1375,2023,Region 3,Kentucky,21025,Northern Kentucky Workforce Investment Board,Carroll County,01-Jun-2023,,Approved
1376,2023,Region 3,Kentucky,21025,Northern Kentucky Workforce Investment Board,Kenton County,01-Jun-2023,,Approved
